student_id,gender,major,admission_type,gpa_year1,gpa_year2,gpa_year3,gpa_year4,total_cumulative_gpa,total_credits_required,failed_courses,academic_warnings,attendance_rate,assignment_submission_rate,extra_activities,financial_state,graduate_on_time,graduate_year,achieved_scholarship
S01583,Male,Marketing,EntranceExam,2.86,3.16,2.85,3.47,3.08,120,0,0,0.83,0.82,0,Stable,1,4,0
S01584,Female,Multimedia Communication,EntranceExam,2.58,2.2,1.79,1.95,2.13,125,4,0,0.87,0.9,2,Stable,1,4,1
S01585,Male,Information Technology,EntranceExam,1.73,1.72,1.58,1.79,1.7,130,4,1,0.83,0.71,3,Difficult,0,5,0
S01586,Male,Notary Relations,DirectAdmission,2.94,2.61,3.22,3.17,2.98,125,0,0,0.87,0.82,3,Stable,1,4,1
S01587,Female,Notary Relations,EntranceExam,2.88,3.51,3.01,2.84,3.06,125,0,0,0.84,0.84,2,Stable,1,4,0
S01588,Female,Game Design and Development,EntranceExam,2.89,2.82,2.79,2.74,2.81,140,1,0,0.83,0.89,2,Difficult,0,5,1
S01589,Male,Automation,EntranceExam,2.42,3.37,2.92,3.66,3.09,140,0,0,0.88,0.82,2,Stable,1,4,1
S01590,Female,Multimedia Technology,EntranceExam,2.03,2.02,2.12,2.16,2.08,125,4,0,0.99,0.91,2,Stable,0,6,1
S01591,Male,Information Security,EntranceExam,2.86,3.51,3.13,3.44,3.24,130,0,0,0.82,0.74,2,Average,1,4,1
S01592,Female,Automation,EntranceExam,3.56,2.73,3.04,2.23,2.89,140,1,0,0.91,0.86,1,Stable,1,4,1
S01593,Female,Marketing,EntranceExam,2.76,1.84,2.37,2.91,2.47,120,1,0,0.82,0.83,0,Average,1,4,1
S01594,Female,Game Design and Development,EntranceExam,3.24,3.06,3.22,3.16,3.17,140,0,0,0.95,0.95,0,Stable,1,4,0
S01595,Female,Marketing,EntranceExam,2.15,2.01,2.54,2.11,2.2,120,0,0,0.9,0.72,2,Stable,1,4,1
S01596,Female,Financial Technology (Fintech),EntranceExam,2.77,2.63,3.28,3.45,3.03,130,0,0,0.85,0.7,1,Stable,1,4,0
S01597,Female,Multimedia Communication,DirectAdmission,1.62,2.16,1.47,1.67,1.73,125,3,1,1,0.9,4,Average,0,5,1
S01598,Male,Multimedia Technology,EntranceExam,2.73,3.34,3.29,3.46,3.2,125,0,0,0.95,0.88,3,Average,1,4,1
S01599,Female,Notary Relations,EntranceExam,2.91,2.84,3,3.1,2.96,125,0,0,1,0.96,2,Average,1,4,0
S01600,Male,Journalism,DirectAdmission,2.43,2.51,2.72,2.57,2.56,120,1,0,0.91,0.9,0,Stable,1,4,0
S01601,Female,Automation,EntranceExam,2.22,1.63,2.62,1.57,2.01,140,5,0,0.92,0.7,2,Average,0,5,0
S01602,Female,Journalism,DirectAdmission,2.53,2.56,2.83,2.33,2.56,120,1,0,0.75,0.48,2,Difficult,0,7,0
S01603,Male,Information Technology,EntranceExam,2.07,1.6,1.66,2.51,1.96,130,1,0,0.74,0.63,1,Average,0,5,0
S01604,Female,Information Security,DirectAdmission,2.92,3.12,2.99,3.16,3.05,130,1,0,0.93,0.77,3,Difficult,1,4,1
S01605,Male,Marketing,EntranceExam,2.55,3.09,3.15,3.05,2.96,120,1,0,0.9,0.97,2,Stable,1,4,1
S01606,Female,Marketing,EntranceExam,2.51,2.72,3.23,2.88,2.84,120,0,0,0.87,0.89,1,Difficult,1,4,0
S01607,Male,Journalism,DirectAdmission,1.71,1.49,1.53,1.81,1.64,120,5,0,0.85,1,0,Average,0,7,0
S01608,Male,Notary Relations,EntranceExam,2.77,2.86,2.86,2.78,2.82,125,2,2,0.87,0.84,1,Average,0,5,0
S01609,Male,Information Technology,EntranceExam,3.71,3.66,3.78,3.71,3.72,130,0,0,0.93,0.85,1,Average,1,4,1
S01610,Male,Artificial Intelligence,DirectAdmission,3.25,3.62,3.5,3.07,3.36,130,0,0,0.82,0.6,3,Stable,1,4,1
S01611,Female,Multimedia Communication,EntranceExam,2.28,2.2,2.37,1.92,2.19,125,1,0,0.86,0.79,1,Stable,0,6,1
S01612,Female,E-commerce,DirectAdmission,2.27,2.67,2.34,2.54,2.46,125,1,0,0.9,0.91,2,Average,1,4,1
S01613,Female,Computer Science,EntranceExam,1.75,2.21,1.81,2.13,1.98,130,1,1,0.68,0.6,0,Difficult,0,6,0
S01614,Male,Business Administration,EntranceExam,3.02,3.32,3,3.12,3.12,120,3,0,0.86,0.84,3,Average,1,4,1
S01615,Female,E-commerce,EntranceExam,2,2.03,1.79,2,1.95,125,5,1,0.95,0.87,2,Average,0,5,1
S01616,Female,Information Technology,EntranceExam,2.11,1.82,1.94,1.89,1.94,130,3,0,0.72,0.52,1,Stable,0,8,0
S01617,Female,Information Security,EntranceExam,2.47,2.74,1.76,2.58,2.39,130,0,0,0.8,0.73,2,Stable,1,4,1
S01618,Female,Artificial Intelligence,EntranceExam,3.72,3.39,3.34,2.77,3.3,130,1,0,0.83,0.65,2,Stable,1,4,0
S01619,Female,Information Security,EntranceExam,2.21,2.54,2.65,2.73,2.53,130,0,0,0.9,0.85,3,Stable,1,4,1
S01620,Female,Automation,EntranceExam,2.48,2.21,2.43,2.29,2.35,140,1,0,0.82,0.96,4,Average,1,4,1
S01621,Male,Information Security,EntranceExam,2.2,2.52,2.41,3.06,2.55,130,1,0,0.87,0.87,2,Stable,1,4,0
S01622,Female,Financial Technology (Fintech),EntranceExam,2.69,2.45,2.64,2.19,2.49,130,2,0,0.75,0.58,2,Average,0,5,1
S01623,Female,Business Administration,DirectAdmission,2.73,2.22,2.84,2.66,2.61,120,1,0,0.8,0.84,0,Stable,1,4,1
S01624,Male,Information Technology,EntranceExam,1.07,1.43,1.31,0.98,1.2,130,8,1,0.87,0.65,1,Stable,0,5,0
S01625,Male,Information Technology,EntranceExam,1.98,2.39,2.21,2.35,2.23,130,1,0,0.91,0.93,1,Average,0,5,0
S01626,Female,Business Administration,EntranceExam,1.99,2.3,2.17,2.13,2.15,120,2,0,0.87,0.76,0,Average,0,5,1
S01627,Female,E-commerce,EntranceExam,2.62,2.5,2.48,2.96,2.64,125,0,0,0.92,0.89,1,Stable,1,4,0
S01628,Female,Multimedia Communication,EntranceExam,2.56,2.45,2.9,2.74,2.66,125,1,0,0.93,0.97,1,Stable,1,4,1
S01629,Female,Multimedia Communication,EntranceExam,2.33,2.31,2.89,2.82,2.59,125,1,0,0.92,0.89,1,Stable,1,4,1
S01630,Female,Automation,DirectAdmission,2.22,2.47,2.37,1.96,2.26,140,2,0,0.68,0.67,4,Difficult,0,6,1
S01631,Male,Computer Science,DirectAdmission,2.09,2.23,2.58,1.55,2.11,130,1,0,0.94,0.82,2,Average,1,4,0
S01632,Male,Multimedia Communication,DirectAdmission,2.73,2.48,2.62,2.59,2.6,125,0,0,0.83,0.68,0,Average,1,4,0
S01633,Female,Marketing,EntranceExam,3.13,2.82,2.66,2.87,2.87,120,0,0,0.89,0.88,0,Stable,1,4,1
S01634,Male,Automation,EntranceExam,1.91,1.81,1.89,2.06,1.92,140,5,1,0.66,0.73,1,Difficult,0,5,0
S01635,Male,Information Technology,DirectAdmission,1.79,2.13,1.91,1.84,1.92,130,4,0,0.75,0.84,1,Average,0,6,0
S01636,Male,Game Design and Development,EntranceExam,1.29,0.95,1.43,0.99,1.16,140,4,0,0.85,0.77,1,Stable,0,8,0
S01637,Female,Information Technology,EntranceExam,1.82,2.01,2.21,2.34,2.09,130,2,0,0.95,0.72,0,Stable,1,4,0
S01638,Male,Accounting,DirectAdmission,3.43,2.64,2.83,3.1,3,130,0,0,0.88,0.92,1,Stable,1,4,1
S01639,Male,Multimedia Communication,EntranceExam,1.72,1.76,2.09,1.84,1.85,125,1,0,1,0.95,0,Stable,1,4,0
S01640,Female,Multimedia Technology,EntranceExam,1.64,1.49,2.46,2,1.9,125,5,1,0.89,0.93,2,Stable,0,7,0
S01641,Female,E-commerce,EntranceExam,1.96,1.82,2.26,2.58,2.16,125,2,0,0.83,0.9,2,Average,1,4,1
S01642,Male,Accounting,EntranceExam,1.26,1.76,1.19,1.33,1.38,130,2,0,0.86,0.89,2,Average,0,6,0
S01643,Female,Marketing,EntranceExam,3.38,2.94,2.77,3.39,3.12,120,0,1,0.86,0.87,2,Stable,1,4,0
S01644,Male,Marketing,EntranceExam,2.31,2.71,2.01,2.31,2.34,120,2,0,0.86,0.7,1,Stable,0,5,0
S01645,Female,Information Technology,EntranceExam,2.55,2.11,2.41,2.11,2.3,130,1,0,0.74,0.85,4,Difficult,0,5,1
S01646,Female,Financial Technology (Fintech),EntranceExam,2.97,3.01,3.4,3.09,3.12,130,0,0,0.83,0.91,4,Stable,1,4,0
S01647,Male,Multimedia Communication,EntranceExam,2.63,3.09,1.73,2.29,2.43,125,4,1,0.7,0.75,2,Stable,0,5,0
S01648,Male,Marketing,EntranceExam,2.19,2.13,2.87,2.27,2.37,120,0,0,0.85,0.79,1,Stable,0,6,0
S01649,Female,Marketing,EntranceExam,1.97,2.26,2.41,2.53,2.29,120,0,0,0.93,0.78,1,Stable,1,4,1
S01650,Male,Information Technology,EntranceExam,2.75,2.72,3.48,3.48,3.11,130,1,0,0.82,0.86,1,Stable,1,4,1
S01651,Male,Automation,EntranceExam,2.07,2.14,2.2,2.12,2.13,140,5,0,0.71,0.74,3,Average,0,8,0
S01652,Male,Computer Science,EntranceExam,1.63,2.3,2.93,2.56,2.36,130,0,1,0.88,0.74,0,Stable,0,6,0
S01653,Female,Artificial Intelligence,EntranceExam,1.71,2.03,1.59,1.66,1.75,130,7,0,0.79,1,2,Average,0,8,0
S01654,Male,Notary Relations,DirectAdmission,2.71,2.8,2.72,3.07,2.82,125,0,0,1,0.95,0,Average,1,4,1
S01655,Male,Computer Science,EntranceExam,1.82,2.37,1.46,1.89,1.88,130,1,0,0.92,0.8,1,Stable,0,8,0
S01656,Male,Artificial Intelligence,DirectAdmission,3.23,3.42,3.43,2.76,3.21,130,1,0,0.9,1,2,Stable,1,4,1
S01657,Male,E-commerce,EntranceExam,2.61,2.56,2.95,2.5,2.66,125,0,0,0.81,0.7,2,Stable,1,4,0
S01658,Female,Computer Science,EntranceExam,3.01,3.21,2.97,3.13,3.08,130,0,0,0.97,0.94,3,Stable,1,4,1
S01659,Male,Artificial Intelligence,EntranceExam,3.73,3.88,3.98,4,3.9,130,0,0,0.82,0.87,1,Average,1,4,1
S01660,Male,Financial Technology (Fintech),EntranceExam,2.51,2.33,2.3,1.73,2.22,130,1,0,0.85,1,2,Stable,1,4,0
S01661,Female,Computer Science,EntranceExam,2.97,3.72,3.72,3.55,3.49,130,0,0,0.92,0.86,2,Stable,1,4,0
S01662,Female,Information Technology,EntranceExam,2.72,2.33,2.73,2.62,2.6,130,0,0,0.93,0.92,3,Average,1,4,1
S01663,Female,Marketing,EntranceExam,1.95,2.14,2.28,1.61,2,120,1,0,0.78,0.68,2,Stable,0,6,1
S01664,Female,E-commerce,DirectAdmission,2.53,2.38,2.5,2.61,2.5,125,0,0,0.94,1,2,Stable,1,4,0
S01665,Female,Financial Technology (Fintech),DirectAdmission,1.81,2.39,2.77,1.78,2.19,130,1,0,0.9,1,2,Average,0,7,1
S01666,Female,Automation,EntranceExam,2.9,3.1,2.58,2.27,2.71,140,4,0,0.81,0.74,3,Average,0,7,1
S01667,Female,Information Technology,EntranceExam,3.23,2.95,2.97,3.21,3.09,130,0,0,0.89,0.9,2,Stable,1,4,0
S01668,Female,Computer Science,EntranceExam,2.44,2.99,2.51,2.98,2.73,130,2,0,0.8,0.82,2,Stable,1,4,0
S01669,Female,Marketing,DirectAdmission,2.81,2.8,3.14,3.63,3.1,120,0,1,0.83,0.85,2,Average,1,4,0
S01670,Male,Multimedia Communication,EntranceExam,1.84,2.34,2.39,2.05,2.16,125,2,0,0.88,0.71,1,Stable,0,5,0
S01671,Female,E-commerce,EntranceExam,2.45,1.86,2.15,2.42,2.22,125,5,0,0.76,0.75,2,Average,0,7,1
S01672,Female,Business Administration,EntranceExam,2.27,3.15,2.87,2.57,2.72,120,1,0,0.97,0.89,0,Average,1,4,0
S01673,Female,E-commerce,DirectAdmission,3.11,3.34,2.97,2.89,3.08,125,0,0,0.9,1,2,Difficult,1,4,0
S01674,Female,Financial Technology (Fintech),EntranceExam,3.25,3.51,3.27,3.79,3.46,130,0,0,0.8,0.69,2,Stable,1,4,0
S01675,Male,Financial Technology (Fintech),EntranceExam,2.2,2.05,2.17,2.27,2.17,130,1,0,1,0.87,1,Average,1,4,0
S01676,Female,Artificial Intelligence,EntranceExam,2.25,2.73,1.74,2.52,2.31,130,1,0,0.88,0.85,0,Average,1,4,1
S01677,Female,Computer Science,EntranceExam,1.4,1.82,1.39,1.09,1.42,130,4,0,0.88,0.98,1,Stable,0,7,1
S01678,Female,Information Security,EntranceExam,3.19,2.74,2.57,2.3,2.7,130,0,0,0.94,0.86,0,Stable,1,4,0
S01679,Female,Multimedia Technology,EntranceExam,2.94,2.96,3.3,3.12,3.08,125,1,0,0.9,0.9,4,Stable,1,4,0
S01680,Male,Journalism,DirectAdmission,1.87,2.3,2.44,2.48,2.27,120,2,0,0.8,0.81,0,Stable,1,4,0
S01681,Female,Financial Technology (Fintech),EntranceExam,2.86,2.95,3.04,2.79,2.91,130,0,0,0.91,0.78,0,Average,1,4,1
S01682,Male,E-commerce,EntranceExam,2.19,2.64,3.25,2.41,2.62,125,0,0,0.89,0.85,3,Average,1,4,0
S01683,Female,Multimedia Technology,EntranceExam,1.96,2.29,2.15,2.55,2.24,125,2,0,0.86,0.76,2,Average,0,6,1
S01684,Male,Accounting,EntranceExam,2.39,2.45,3.22,2,2.52,130,0,0,0.8,0.89,0,Stable,1,4,0
S01685,Male,Computer Science,EntranceExam,1.35,1.67,2.31,1.84,1.79,130,4,0,0.78,0.71,0,Stable,0,7,0
S01686,Male,Accounting,EntranceExam,2.17,2.5,1.88,1.53,2.02,130,2,1,0.87,0.82,2,Stable,0,6,0
S01687,Male,Artificial Intelligence,EntranceExam,2.58,2.35,2.42,2.27,2.4,130,1,0,0.86,0.72,1,Difficult,0,7,0
S01688,Female,E-commerce,EntranceExam,1.96,2.07,2.78,2.5,2.33,125,0,0,0.85,0.67,1,Stable,1,4,1
S01689,Female,Computer Science,EntranceExam,1.56,1.57,1.64,1.98,1.69,130,7,0,0.61,0.72,3,Stable,0,7,1
S01690,Female,Business Administration,EntranceExam,1.1,1.87,1.44,1.6,1.5,120,3,0,0.82,0.8,1,Difficult,0,5,1
S01691,Female,Artificial Intelligence,EntranceExam,2.46,1.98,2.89,2.43,2.44,130,0,0,0.83,0.9,1,Stable,1,4,0
S01692,Female,Computer Science,EntranceExam,3.33,2.86,3.2,3.59,3.24,130,0,0,0.91,0.95,2,Stable,1,4,0
S01693,Female,Accounting,EntranceExam,2.97,2.5,2.56,2.79,2.7,130,1,0,0.91,0.75,2,Stable,1,4,1
S01694,Male,Notary Relations,EntranceExam,3.32,3.65,3.94,3.96,3.72,125,0,0,0.9,0.91,1,Stable,1,4,1
S01695,Male,E-commerce,EntranceExam,2.23,2.33,2.52,2.7,2.45,125,5,0,0.79,0.83,0,Stable,0,7,0
S01696,Male,Journalism,EntranceExam,2.34,2.73,2.75,2.06,2.47,120,1,0,0.85,0.7,1,Stable,1,4,0
S01697,Female,Financial Technology (Fintech),EntranceExam,2.75,2.51,3.22,2.66,2.78,130,0,0,0.87,0.66,2,Difficult,0,8,1
S01698,Female,Multimedia Technology,DirectAdmission,1.84,1.7,1.86,2.3,1.92,125,3,1,0.9,0.88,1,Stable,0,7,1
S01699,Female,Information Security,EntranceExam,1.4,1.88,2.62,1.87,1.94,130,1,0,0.8,0.67,0,Average,0,5,1
S01700,Female,Journalism,EntranceExam,2.12,2.62,2.8,2.7,2.56,120,0,1,0.88,0.98,2,Stable,0,5,0
S01701,Male,E-commerce,EntranceExam,2.69,3.09,3.26,3.18,3.06,125,0,0,0.94,0.99,1,Stable,1,4,1
S01702,Male,Marketing,EntranceExam,3,3.34,3.09,3.16,3.15,120,0,0,0.91,0.91,0,Stable,1,4,1
S01703,Male,Business Administration,EntranceExam,2.5,2.69,3.25,2.56,2.75,120,0,0,1,0.95,1,Average,1,4,1
S01704,Male,Computer Science,EntranceExam,2.85,2.5,2.5,3.04,2.72,130,0,0,0.92,0.88,3,Stable,1,4,0
S01705,Male,Journalism,EntranceExam,3.89,3.42,3.54,3.73,3.65,120,0,0,0.97,0.86,0,Average,1,4,1
S01706,Female,Accounting,EntranceExam,2.95,2.73,2.56,2.42,2.66,130,0,0,0.93,0.82,4,Stable,1,4,1
S01707,Female,Multimedia Communication,DirectAdmission,2.55,2.87,2.81,2.46,2.67,125,3,0,0.8,0.58,0,Difficult,0,6,1
S01708,Male,Multimedia Communication,EntranceExam,2.52,2.44,2.74,2.72,2.6,125,0,0,0.87,0.81,0,Average,1,4,0
S01709,Male,Marketing,EntranceExam,2.76,2.71,2.82,3.56,2.96,120,0,0,0.96,0.79,1,Stable,1,4,0
S01710,Female,Financial Technology (Fintech),EntranceExam,2.88,3.45,3.94,3.59,3.46,130,0,0,0.95,0.89,3,Stable,1,4,0
S01711,Female,Financial Technology (Fintech),EntranceExam,2.17,2.36,3,2.53,2.51,130,0,0,0.85,0.87,3,Stable,1,4,1
S01712,Male,Multimedia Technology,EntranceExam,3.04,2.69,2.7,2.76,2.8,125,1,0,0.84,0.87,1,Average,1,4,0
S01713,Male,Information Technology,DirectAdmission,3.35,3.23,2.5,2.81,2.97,130,3,0,0.8,0.7,3,Difficult,0,5,0
S01714,Male,Multimedia Communication,EntranceExam,2.43,2.54,2.08,1.6,2.16,125,2,0,0.81,0.85,3,Average,0,7,0
S01715,Female,Game Design and Development,EntranceExam,2.92,3.08,2.96,2.12,2.77,140,0,0,0.99,0.91,2,Average,1,4,0
S01716,Male,Game Design and Development,EntranceExam,2.03,2.44,1.74,2.01,2.05,140,3,0,0.8,0.72,1,Average,0,5,0
S01717,Female,Computer Science,DirectAdmission,3.16,3.23,3.31,3.14,3.21,130,0,0,0.83,0.86,3,Stable,1,4,0
S01718,Female,Information Technology,DirectAdmission,2.64,2.45,2.48,2.64,2.55,130,1,0,0.82,0.6,2,Stable,1,4,0
S01719,Female,Multimedia Technology,EntranceExam,3.23,2.44,3.2,2.94,2.95,125,0,0,0.92,0.86,1,Stable,1,4,1
S01720,Female,Accounting,EntranceExam,2.55,2.71,3.32,3.08,2.92,130,0,0,0.84,0.86,3,Stable,1,4,1
S01721,Male,E-commerce,EntranceExam,1.99,2.22,2.07,2.05,2.08,125,3,0,0.76,0.83,0,Average,0,6,0
S01722,Male,Information Technology,DirectAdmission,3.58,3.63,3.01,2.54,3.19,130,0,0,0.88,0.95,1,Stable,1,4,1
S01723,Male,Information Security,EntranceExam,3.14,2.77,3.35,3.05,3.08,130,0,0,0.88,0.86,1,Average,1,4,1
S01724,Male,Computer Science,EntranceExam,2.94,3.64,3.27,3.05,3.22,130,0,0,0.95,0.91,0,Stable,1,4,1
S01725,Male,Information Technology,DirectAdmission,2.54,2.3,2.02,2.54,2.35,130,2,0,0.88,1,1,Stable,1,4,0
S01726,Male,Multimedia Communication,DirectAdmission,2.83,3.41,3.36,2.87,3.12,125,0,0,0.94,0.88,0,Average,1,4,1
S01727,Male,E-commerce,DirectAdmission,1.72,1.81,1.79,2.47,1.95,125,3,0,0.92,0.89,1,Stable,0,6,0
S01728,Male,Notary Relations,EntranceExam,2.07,2.51,2.55,2.35,2.37,125,3,0,0.66,0.88,0,Stable,0,5,0
S01729,Female,E-commerce,EntranceExam,3.31,3.62,3.76,2.91,3.4,125,0,0,0.86,0.87,0,Stable,1,4,0
S01730,Male,Journalism,EntranceExam,2.48,2.82,2.24,3.08,2.66,120,0,0,0.8,0.76,1,Average,1,4,0
S01731,Female,Artificial Intelligence,EntranceExam,2.45,2.37,2.09,2.14,2.26,130,5,0,0.83,1,2,Difficult,0,6,1
S01732,Male,Multimedia Communication,EntranceExam,1.6,2,2.05,2.07,1.93,125,9,0,0.77,0.81,2,Stable,0,6,0
S01733,Female,Game Design and Development,EntranceExam,1.39,1.11,1.6,1.47,1.39,140,6,0,0.71,0.8,1,Stable,0,6,1
S01734,Female,Notary Relations,DirectAdmission,2.56,3.1,2.71,2.33,2.68,125,0,0,0.72,0.85,2,Average,0,8,1
S01735,Male,Game Design and Development,EntranceExam,1.92,1.93,2.33,2.36,2.13,140,1,0,0.82,0.73,0,Average,0,5,0
S01736,Male,Multimedia Technology,EntranceExam,1.92,2.27,1.71,2,1.98,125,5,1,0.92,0.8,1,Average,0,5,0
S01737,Male,Multimedia Technology,EntranceExam,2.82,2.92,2.35,2.78,2.72,125,4,0,0.81,0.65,0,Average,0,8,0
S01738,Female,Multimedia Communication,EntranceExam,2.66,2.54,3.33,2.79,2.83,125,1,0,0.94,0.8,2,Difficult,1,4,0
S01739,Male,Marketing,DirectAdmission,2.68,2.29,2.91,3.69,2.89,120,0,0,0.85,0.92,3,Average,1,4,0
S01740,Male,Marketing,EntranceExam,1.71,1.82,2.15,2.2,1.97,120,2,1,0.86,0.49,2,Stable,0,6,0
S01741,Female,Automation,EntranceExam,3,3.41,3.6,3.27,3.32,140,0,0,0.82,0.86,1,Stable,1,4,0
S01742,Female,Information Technology,EntranceExam,2.47,3.18,3.08,2.51,2.81,130,0,0,0.88,0.9,0,Average,1,4,1
S01743,Female,Information Technology,EntranceExam,3.36,3.41,2.79,3.28,3.21,130,0,0,1,0.71,4,Stable,1,4,0
S01744,Male,Financial Technology (Fintech),EntranceExam,3.47,3.9,3.74,3.46,3.64,130,0,0,0.8,0.74,3,Average,1,4,1
S01745,Female,Business Administration,EntranceExam,1.88,1.67,2.17,1.67,1.85,120,4,0,0.84,0.81,7,Stable,0,5,1
S01746,Male,Computer Science,EntranceExam,2.43,2.19,2.52,2.3,2.36,130,1,0,0.84,0.91,1,Average,0,5,0
S01747,Male,Game Design and Development,DirectAdmission,2.24,2.37,2.51,2.25,2.34,140,5,0,0.77,0.74,4,Average,0,5,0
S01748,Female,Marketing,DirectAdmission,2.74,1.87,2.05,2.69,2.34,120,4,0,0.84,0.8,1,Average,0,8,1
S01749,Female,Financial Technology (Fintech),EntranceExam,2.63,2.69,3.28,3.43,3.01,130,0,0,0.97,0.8,2,Stable,1,4,0
S01750,Female,Information Technology,EntranceExam,1.65,1.58,1.82,1.72,1.69,130,7,1,0.88,0.83,1,Average,0,6,0
S01751,Female,Multimedia Communication,DirectAdmission,2.17,2.9,2.48,2.03,2.4,125,0,0,0.89,0.91,1,Average,1,4,1
S01752,Male,Information Technology,EntranceExam,2.3,2.54,2.57,1.78,2.3,130,1,0,0.82,0.79,1,Stable,1,4,0
S01753,Female,Computer Science,EntranceExam,1.99,2.24,2.48,2.79,2.38,130,3,1,0.84,0.84,0,Stable,0,8,0
S01754,Male,Artificial Intelligence,EntranceExam,2.48,2.47,2.64,2.3,2.47,130,3,0,0.78,0.83,2,Average,0,8,0
S01755,Female,E-commerce,EntranceExam,2.09,2.46,2.23,2.29,2.27,125,0,0,0.86,0.92,0,Stable,1,4,1
S01756,Male,Information Technology,EntranceExam,2.33,2.76,3.16,2.55,2.7,130,0,0,0.84,1,2,Stable,1,4,0
S01757,Male,Information Security,EntranceExam,2.49,2.6,2.54,2.97,2.65,130,0,0,0.86,0.87,0,Stable,1,4,0
S01758,Male,Computer Science,EntranceExam,2.46,2.57,3.07,3.31,2.85,130,0,0,0.96,0.69,0,Stable,1,4,1
S01759,Female,E-commerce,EntranceExam,1.77,2.04,1.75,1.45,1.75,125,3,1,0.98,0.89,1,Stable,0,7,1
S01760,Female,Computer Science,DirectAdmission,2.13,2.2,1.94,1.35,1.9,130,5,0,0.85,0.9,0,Stable,0,7,1
S01761,Male,Information Technology,DirectAdmission,2.43,2.96,3.12,3.03,2.88,130,0,0,0.85,0.91,1,Stable,1,4,0
S01762,Female,Business Administration,EntranceExam,2.23,3.42,2.73,2.8,2.8,120,0,0,0.88,0.83,1,Difficult,1,4,1
S01763,Male,Financial Technology (Fintech),EntranceExam,1.76,1.8,2.6,2.35,2.13,130,3,0,0.82,0.76,1,Average,0,8,0
S01764,Male,Automation,EntranceExam,2.45,2.85,3.27,2.94,2.88,140,0,0,0.98,0.9,4,Stable,1,4,1
S01765,Female,Multimedia Communication,DirectAdmission,3.03,3.07,3.05,3.25,3.1,125,0,0,1,0.71,3,Difficult,1,4,0
S01766,Female,Business Administration,EntranceExam,1.93,2.01,1.66,2.3,1.98,120,8,0,0.81,0.78,2,Stable,0,5,1
S01767,Female,Computer Science,EntranceExam,2.7,2.69,2.87,2.55,2.7,130,2,0,0.71,0.45,0,Stable,0,5,1
S01768,Male,Computer Science,EntranceExam,2.12,2.02,2.11,2.57,2.2,130,2,0,0.8,0.85,1,Average,0,6,0
S01769,Male,Business Administration,DirectAdmission,2.16,2.66,2.23,2.21,2.32,120,7,0,0.69,0.73,1,Difficult,0,6,0
S01770,Female,Journalism,DirectAdmission,1.86,1.77,2.02,1.08,1.68,120,2,0,0.84,0.66,0,Stable,0,5,1
S01771,Female,Computer Science,EntranceExam,2.64,2.75,3.32,2.89,2.9,130,3,1,0.73,0.74,0,Average,0,7,1
S01772,Female,Business Administration,EntranceExam,2.21,2.63,2.5,2.79,2.53,120,0,0,1,0.81,2,Stable,1,4,1
S01773,Male,Artificial Intelligence,EntranceExam,2.82,2.94,2.18,2.3,2.56,130,0,0,0.81,0.77,0,Stable,1,4,0
S01774,Female,Accounting,EntranceExam,2.36,1.9,1.9,2.36,2.13,130,4,0,0.81,0.69,1,Average,0,8,1
S01775,Male,Artificial Intelligence,EntranceExam,1.76,2.26,2.45,1.62,2.02,130,1,0,0.83,1,2,Stable,1,4,0
S01776,Male,Multimedia Technology,EntranceExam,2.2,2.76,2.68,2.98,2.66,125,1,0,0.71,0.67,1,Average,0,6,0
S01777,Female,Information Technology,EntranceExam,2.54,2.48,2.24,2.18,2.36,130,0,0,0.83,0.71,2,Average,1,4,1
S01778,Male,Information Technology,EntranceExam,2.63,2.69,2.99,3.04,2.84,130,0,0,1,0.89,3,Average,1,4,0
S01779,Female,Multimedia Technology,EntranceExam,1.95,2.02,1.97,2.64,2.14,125,3,0,0.85,0.76,0,Average,0,5,0
S01780,Female,Business Administration,EntranceExam,2.6,3.27,3.2,3.08,3.04,120,5,1,0.84,0.81,0,Average,0,5,1
S01781,Male,Computer Science,EntranceExam,2.44,2.88,2.31,1.92,2.39,130,0,1,0.84,0.88,1,Stable,1,4,0
S01782,Female,Multimedia Technology,EntranceExam,2.52,2.86,2.21,2.61,2.55,125,6,0,0.74,0.96,1,Average,0,7,1
S01783,Female,Business Administration,EntranceExam,2.52,2.95,2.93,2.5,2.72,120,0,0,0.8,0.87,2,Stable,1,4,0
S01784,Male,Financial Technology (Fintech),EntranceExam,2.25,2.12,2.52,2.26,2.29,130,4,0,0.91,0.9,1,Difficult,0,7,0
S01785,Male,Automation,EntranceExam,2.22,2.38,2.65,2.67,2.48,140,0,0,0.92,0.78,1,Average,1,4,0
S01786,Male,Journalism,DirectAdmission,1.94,2.46,2.5,2.54,2.36,120,3,0,0.8,0.78,1,Stable,1,4,0
S01787,Female,Information Security,EntranceExam,2.2,2.38,2.33,3.05,2.49,130,1,0,0.85,0.84,2,Average,0,6,1
S01788,Male,Multimedia Technology,EntranceExam,1.77,2.43,2.03,2.18,2.1,125,0,1,0.75,0.74,0,Average,0,7,0
S01789,Female,Game Design and Development,EntranceExam,2.62,2.05,2.62,2.87,2.54,140,1,0,0.73,0.71,4,Average,0,5,1
S01790,Female,Information Technology,EntranceExam,2.5,3.03,2.63,2.27,2.61,130,0,0,0.95,0.95,4,Stable,1,4,1
